1,   1,  13, 201,  52
  2,  13,  14, 202, 201
  3,  14,  15, 203, 202
  4,  15,  16, 204, 203
  5,  16,  17, 205, 204
  6,  17,  18, 206, 205
  7,  18,  19, 207, 206
  8,  19,  20, 208, 207
  9,  20,  21, 209, 208
 10,  21,   2,  22, 209
 11,  52, 201, 210,  51
 12, 201, 202, 211, 210
 13, 202, 203, 212, 211
 14, 203, 204, 213, 212
 15, 204, 205, 214, 213
 16, 205, 206, 215, 214
 17, 206, 207, 216, 215
 18, 207, 208, 217, 216
 19, 208, 209, 218, 217
 20, 209,  22,  23, 218
 21,  51, 210, 219,  50
 22, 210, 211, 220, 219
 23, 211, 212, 221, 220
 24, 212, 213, 222, 221
 25, 213, 214, 223, 222
 26, 214, 215, 224, 223
 27, 215, 216, 225, 224
 28, 216, 217, 226, 225
 29, 217, 218, 227, 226
 30, 218,  23,  24, 227
 31,  50, 219, 228,  49
 32, 219, 220, 229, 228
 33, 220, 221, 230, 229
 34, 221, 222, 231, 230
 35, 222, 223, 232, 231
 36, 223, 224, 233, 232
 37, 224, 225, 234, 233
 38, 225, 226, 235, 234
 39, 226, 227, 236, 235
 40, 227,  24,  25, 236
 41,  49, 228, 237,  48
 42, 228, 229, 238, 237
 43, 229, 230, 239, 238
 44, 230, 231, 240, 239
 45, 231, 232, 241, 240
 46, 232, 233, 242, 241
 47, 233, 234, 243, 242
 48, 234, 235, 244, 243
 49, 235, 236, 245, 244
 50, 236,  25,  26, 245
 51,  48, 237, 246,  47
 52, 237, 238, 247, 246
 53, 238, 239, 248, 247
 54, 239, 240, 249, 248
 55, 240, 241, 250, 249
 56, 241, 242, 251, 250
 57, 242, 243, 252, 251
 58, 243, 244, 253, 252
 59, 244, 245, 254, 253
 60, 245,  26,  27, 254
 61,  47, 246, 255,  46
 62, 246, 247, 256, 255
 63, 247, 248, 257, 256
 64, 248, 249, 258, 257
 65, 249, 250, 259, 258
 66, 250, 251, 260, 259
 67, 251, 252, 261, 260
 68, 252, 253, 262, 261
 69, 253, 254, 263, 262
 70, 254,  27,  28, 263
 71,  46, 255, 264,  45
 72, 255, 256, 265, 264
 73, 256, 257, 266, 265
 74, 257, 258, 267, 266
 75, 258, 259, 268, 267
 76, 259, 260, 269, 268
 77, 260, 261, 270, 269
 78, 261, 262, 271, 270
 79, 262, 263, 272, 271
 80, 263,  28,  29, 272
 81,  45, 264, 273,  44
 82, 264, 265, 274, 273
 83, 265, 266, 275, 274
 84, 266, 267, 276, 275
 85, 267, 268, 277, 276
 86, 268, 269, 278, 277
 87, 269, 270, 279, 278
 88, 270, 271, 280, 279
 89, 271, 272, 281, 280
 90, 272,  29,  30, 281
 91,  44, 273, 282,  43
 92, 273, 274, 283, 282
 93, 274, 275, 284, 283
 94, 275, 276, 285, 284
 95, 276, 277, 286, 285
 96, 277, 278, 287, 286
 97, 278, 279, 288, 287
 98, 279, 280, 289, 288
 99, 280, 281, 290, 289
100, 281,  30,  31, 290
101,  43, 282, 291,  42
102, 282, 283, 292, 291
103, 283, 284, 293, 292
104, 284, 285, 294, 293
105, 285, 286, 295, 294
106, 286, 287, 296, 295
107, 287, 288, 297, 296
108, 288, 289, 298, 297
109, 289, 290, 299, 298
110, 290,  31,  32, 299
111,  42, 291,  41,   4
112, 291, 292,  40,  41
113, 292, 293,  39,  40
114, 293, 294,  38,  39
115, 294, 295,  37,  38
116, 295, 296,  36,  37
117, 296, 297,  35,  36
118, 297, 298,  34,  35
119, 298, 299,  33,  34
120, 299,  32,   3,  33
121,   5,  53, 300,  83
122,  53,  54, 301, 300
123,  54,  55, 302, 301
124,  55,  56, 303, 302
125,  56,  57, 304, 303
126,  57,  58, 305, 304
127,  58,  59, 306, 305
128,  59,  60, 307, 306
129,  60,  61, 308, 307
130,  61,   6,  62, 308
131,  83, 300, 309,  82
132, 300, 301, 310, 309
133, 301, 302, 311, 310
134, 302, 303, 312, 311
135, 303, 304, 313, 312
136, 304, 305, 314, 313
137, 305, 306, 315, 314
138, 306, 307, 316, 315
139, 307, 308, 317, 316
140, 308,  62,  63, 317
141,  82, 309, 318,  81
142, 309, 310, 319, 318
143, 310, 311, 320, 319
144, 311, 312, 321, 320
145, 312, 313, 322, 321
146, 313, 314, 323, 322
147, 314, 315, 324, 323
148, 315, 316, 325, 324
149, 316, 317, 326, 325
150, 317,  63,  64, 326
151,  81, 318, 327,  80
152, 318, 319, 328, 327
153, 319, 320, 329, 328
154, 320, 321, 330, 329
155, 321, 322, 331, 330
156, 322, 323, 332, 331
157, 323, 324, 333, 332
158, 324, 325, 334, 333
159, 325, 326, 335, 334
160, 326,  64,  65, 335
161,  80, 327, 336,  79
162, 327, 328, 337, 336
163, 328, 329, 338, 337
164, 329, 330, 339, 338
165, 330, 331, 340, 339
166, 331, 332, 341, 340
167, 332, 333, 342, 341
168, 333, 334, 343, 342
169, 334, 335, 344, 343
170, 335,  65,  66, 344
171,  79, 336, 345,  78
172, 336, 337, 346, 345
173, 337, 338, 347, 346
174, 338, 339, 348, 347
175, 339, 340, 349, 348
176, 340, 341, 350, 349
177, 341, 342, 351, 350
178, 342, 343, 352, 351
179, 343, 344, 353, 352
180, 344,  66,  67, 353
181,  78, 345, 354,  77
182, 345, 346, 355, 354
183, 346, 347, 356, 355
184, 347, 348, 357, 356
185, 348, 349, 358, 357
186, 349, 350, 359, 358
187, 350, 351, 360, 359
188, 351, 352, 361, 360
189, 352, 353, 362, 361
190, 353,  67,  68, 362
191,  77, 354, 363,  76
192, 354, 355, 364, 363
193, 355, 356, 365, 364
194, 356, 357, 366, 365
195, 357, 358, 367, 366
196, 358, 359, 368, 367
197, 359, 360, 369, 368
198, 360, 361, 370, 369
199, 361, 362, 371, 370
200, 362,  68,  69, 371
201,  76, 363, 372,  75
202, 363, 364, 373, 372
203, 364, 365, 374, 373
204, 365, 366, 375, 374
205, 366, 367, 376, 375
206, 367, 368, 377, 376
207, 368, 369, 378, 377
208, 369, 370, 379, 378
209, 370, 371, 380, 379
210, 371,  69,  70, 380
211,  75, 372, 381,  74
212, 372, 373, 382, 381
213, 373, 374, 383, 382
214, 374, 375, 384, 383
215, 375, 376, 385, 384
216, 376, 377, 386, 385
217, 377, 378, 387, 386
218, 378, 379, 388, 387
219, 379, 380, 389, 388
220, 380,  70,  71, 389
221,  74, 381, 390,  73
222, 381, 382, 391, 390
223, 382, 383, 392, 391
224, 383, 384, 393, 392
225, 384, 385, 394, 393
226, 385, 386, 395, 394
227, 386, 387, 396, 395
228, 387, 388, 397, 396
229, 388, 389, 398, 397
230, 389,  71,  72, 398
231,  73, 390,  13,   1
232, 390, 391,  14,  13
233, 391, 392,  15,  14
234, 392, 393,  16,  15
235, 393, 394,  17,  16
236, 394, 395,  18,  17
237, 395, 396,  19,  18
238, 396, 397,  20,  19
239, 397, 398,  21,  20
240, 398,  72,   2,  21
241,   7,  84, 399, 123
242,  84,  85, 400, 399
243,  85,  86, 401, 400
244,  86,  87, 402, 401
245,  87,  88, 403, 402
246,  88,  89, 404, 403
247,  89,  90, 405, 404
248,  90,  91, 406, 405
249,  91,  92, 407, 406
250,  92,   8,  93, 407
251, 123, 399, 408, 122
252, 399, 400, 409, 408
253, 400, 401, 410, 409
254, 401, 402, 411, 410
255, 402, 403, 412, 411
256, 403, 404, 413, 412
257, 404, 405, 414, 413
258, 405, 406, 415, 414
259, 406, 407, 416, 415
260, 407,  93,  94, 416
261, 122, 408, 417, 121
262, 408, 409, 418, 417
263, 409, 410, 419, 418
264, 410, 411, 420, 419
265, 411, 412, 421, 420
266, 412, 413, 422, 421
267, 413, 414, 423, 422
268, 414, 415, 424, 423
269, 415, 416, 425, 424
270, 416,  94,  95, 425
271, 121, 417, 426, 120
272, 417, 418, 427, 426
273, 418, 419, 428, 427
274, 419, 420, 429, 428
275, 420, 421, 430, 429
276, 421, 422, 431, 430
277, 422, 423, 432, 431
278, 423, 424, 433, 432
279, 424, 425, 434, 433
280, 425,  95,  96, 434
281, 120, 426, 435, 119
282, 426, 427, 436, 435
283, 427, 428, 437, 436
284, 428, 429, 438, 437
285, 429, 430, 439, 438
286, 430, 431, 440, 439
287, 431, 432, 441, 440
288, 432, 433, 442, 441
289, 433, 434, 443, 442
290, 434,  96,  97, 443
291, 119, 435, 444, 118
292, 435, 436, 445, 444
293, 436, 437, 446, 445
294, 437, 438, 447, 446
295, 438, 439, 448, 447
296, 439, 440, 449, 448
297, 440, 441, 450, 449
298, 441, 442, 451, 450
299, 442, 443, 452, 451
300, 443,  97,  98, 452
301, 118, 444, 453, 117
302, 444, 445, 454, 453
303, 445, 446, 455, 454
304, 446, 447, 456, 455
305, 447, 448, 457, 456
306, 448, 449, 458, 457
307, 449, 450, 459, 458
308, 450, 451, 460, 459
309, 451, 452, 461, 460
310, 452,  98,  99, 461
311, 117, 453, 462, 116
312, 453, 454, 463, 462
313, 454, 455, 464, 463
314, 455, 456, 465, 464
315, 456, 457, 466, 465
316, 457, 458, 467, 466
317, 458, 459, 468, 467
318, 459, 460, 469, 468
319, 460, 461, 470, 469
320, 461,  99, 100, 470
321, 116, 462, 471, 115
322, 462, 463, 472, 471
323, 463, 464, 473, 472
324, 464, 465, 474, 473
325, 465, 466, 475, 474
326, 466, 467, 476, 475
327, 467, 468, 477, 476
328, 468, 469, 478, 477
329, 469, 470, 479, 478
330, 470, 100, 101, 479
331, 115, 471, 480, 114
332, 471, 472, 481, 480
333, 472, 473, 482, 481
334, 473, 474, 483, 482
335, 474, 475, 484, 483
336, 475, 476, 485, 484
337, 476, 477, 486, 485
338, 477, 478, 487, 486
339, 478, 479, 488, 487
340, 479, 101, 102, 488
341, 114, 480, 489, 113
342, 480, 481, 490, 489
343, 481, 482, 491, 490
344, 482, 483, 492, 491
345, 483, 484, 493, 492
346, 484, 485, 494, 493
347, 485, 486, 495, 494
348, 486, 487, 496, 495
349, 487, 488, 497, 496
350, 488, 102, 103, 497
351, 113, 489, 112,  10
352, 489, 490, 111, 112
353, 490, 491, 110, 111
354, 491, 492, 109, 110
355, 492, 493, 108, 109
356, 493, 494, 107, 108
357, 494, 495, 106, 107
358, 495, 496, 105, 106
359, 496, 497, 104, 105
360, 497, 103,   9, 104
361,  11, 124, 498, 178
362, 124, 125, 499, 498
363, 125, 126, 500, 499
364, 126, 127, 501, 500
365, 127, 128, 502, 501
366, 128, 129, 503, 502
367, 129, 130, 504, 503
368, 130, 131, 505, 504
369, 131, 132, 506, 505
370, 132,  12, 133, 506
371, 178, 498, 507, 177
372, 498, 499, 508, 507
373, 499, 500, 509, 508
374, 500, 501, 510, 509
375, 501, 502, 511, 510
376, 502, 503, 512, 511
377, 503, 504, 513, 512
378, 504, 505, 514, 513
379, 505, 506, 515, 514
380, 506, 133, 134, 515
381, 177, 507, 516, 176
382, 507, 508, 517, 516
383, 508, 509, 518, 517
384, 509, 510, 519, 518
385, 510, 511, 520, 519
386, 511, 512, 521, 520
387, 512, 513, 522, 521
388, 513, 514, 523, 522
389, 514, 515, 524, 523
390, 515, 134, 135, 524
391, 176, 516, 525, 175
392, 516, 517, 526, 525
393, 517, 518, 527, 526
394, 518, 519, 528, 527
395, 519, 520, 529, 528
396, 520, 521, 530, 529
397, 521, 522, 531, 530
398, 522, 523, 532, 531
399, 523, 524, 533, 532
400, 524, 135, 136, 533
401, 175, 525, 534, 174
402, 525, 526, 535, 534
403, 526, 527, 536, 535
404, 527, 528, 537, 536
405, 528, 529, 538, 537
406, 529, 530, 539, 538
407, 530, 531, 540, 539
408, 531, 532, 541, 540
409, 532, 533, 542, 541
410, 533, 136, 137, 542
411, 174, 534, 543, 173
412, 534, 535, 544, 543
413, 535, 536, 545, 544
414, 536, 537, 546, 545
415, 537, 538, 547, 546
416, 538, 539, 548, 547
417, 539, 540, 549, 548
418, 540, 541, 550, 549
419, 541, 542, 551, 550
420, 542, 137, 138, 551
421, 173, 543, 552, 172
422, 543, 544, 553, 552
423, 544, 545, 554, 553
424, 545, 546, 555, 554
425, 546, 547, 556, 555
426, 547, 548, 557, 556
427, 548, 549, 558, 557
428, 549, 550, 559, 558
429, 550, 551, 560, 559
430, 551, 138, 139, 560
431, 172, 552, 561, 171
432, 552, 553, 562, 561
433, 553, 554, 563, 562
434, 554, 555, 564, 563
435, 555, 556, 565, 564
436, 556, 557, 566, 565
437, 557, 558, 567, 566
438, 558, 559, 568, 567
439, 559, 560, 569, 568
440, 560, 139, 140, 569
441, 171, 561, 570, 170
442, 561, 562, 571, 570
443, 562, 563, 572, 571
444, 563, 564, 573, 572
445, 564, 565, 574, 573
446, 565, 566, 575, 574
447, 566, 567, 576, 575
448, 567, 568, 577, 576
449, 568, 569, 578, 577
450, 569, 140, 141, 578
451, 170, 570, 579, 169
452, 570, 571, 580, 579
453, 571, 572, 581, 580
454, 572, 573, 582, 581
455, 573, 574, 583, 582
456, 574, 575, 584, 583
457, 575, 576, 585, 584
458, 576, 577, 586, 585
459, 577, 578, 587, 586
460, 578, 141, 142, 587
461, 169, 579, 588, 168
462, 579, 580, 589, 588
463, 580, 581, 590, 589
464, 581, 582, 591, 590
465, 582, 583, 592, 591
466, 583, 584, 593, 592
467, 584, 585, 594, 593
468, 585, 586, 595, 594
469, 586, 587, 596, 595
470, 587, 142, 143, 596
471, 168, 588, 597, 167
472, 588, 589, 598, 597
473, 589, 590, 599, 598
474, 590, 591, 600, 599
475, 591, 592, 601, 600
476, 592, 593, 602, 601
477, 593, 594, 603, 602
478, 594, 595, 604, 603
479, 595, 596, 605, 604
480, 596, 143, 144, 605
481, 167, 597, 606, 166
482, 597, 598, 607, 606
483, 598, 599, 608, 607
484, 599, 600, 609, 608
485, 600, 601, 610, 609
486, 601, 602, 611, 610
487, 602, 603, 612, 611
488, 603, 604, 613, 612
489, 604, 605, 614, 613
490, 605, 144, 145, 614
491, 166, 606, 615, 165
492, 606, 607, 616, 615
493, 607, 608, 617, 616
494, 608, 609, 618, 617
495, 609, 610, 619, 618
496, 610, 611, 620, 619
497, 611, 612, 621, 620
498, 612, 613, 622, 621
499, 613, 614, 623, 622
500, 614, 145, 146, 623
501, 165, 615, 624, 164
502, 615, 616, 625, 624
503, 616, 617, 626, 625
504, 617, 618, 627, 626
505, 618, 619, 628, 627
506, 619, 620, 629, 628
507, 620, 621, 630, 629
508, 621, 622, 631, 630
509, 622, 623, 632, 631
510, 623, 146, 147, 632
511, 164, 624, 633, 163
512, 624, 625, 634, 633
513, 625, 626, 635, 634
514, 626, 627, 636, 635
515, 627, 628, 637, 636
516, 628, 629, 638, 637
517, 629, 630, 639, 638
518, 630, 631, 640, 639
519, 631, 632, 641, 640
520, 632, 147, 148, 641
521, 163, 633, 642, 162
522, 633, 634, 643, 642
523, 634, 635, 644, 643
524, 635, 636, 645, 644
525, 636, 637, 646, 645
526, 637, 638, 647, 646
527, 638, 639, 648, 647
528, 639, 640, 649, 648
529, 640, 641, 650, 649
530, 641, 148, 149, 650
531, 162, 642, 651, 161
532, 642, 643, 652, 651
533, 643, 644, 653, 652
534, 644, 645, 654, 653
535, 645, 646, 655, 654
536, 646, 647, 656, 655
537, 647, 648, 657, 656
538, 648, 649, 658, 657
539, 649, 650, 659, 658
540, 650, 149, 150, 659
541, 161, 651, 660, 160
542, 651, 652, 661, 660
543, 652, 653, 662, 661
544, 653, 654, 663, 662
545, 654, 655, 664, 663
546, 655, 656, 665, 664
547, 656, 657, 666, 665
548, 657, 658, 667, 666
549, 658, 659, 668, 667
550, 659, 150, 151, 668
551, 160, 660, 669, 159
552, 660, 661, 670, 669
553, 661, 662, 671, 670
554, 662, 663, 672, 671
555, 663, 664, 673, 672
556, 664, 665, 674, 673
557, 665, 666, 675, 674
558, 666, 667, 676, 675
559, 667, 668, 677, 676
560, 668, 151, 152, 677
561, 159, 669, 678, 158
562, 669, 670, 679, 678
563, 670, 671, 680, 679
564, 671, 672, 681, 680
565, 672, 673, 682, 681
566, 673, 674, 683, 682
567, 674, 675, 684, 683
568, 675, 676, 685, 684
569, 676, 677, 686, 685
570, 677, 152, 153, 686
571, 158, 678, 687, 157
572, 678, 679, 688, 687
573, 679, 680, 689, 688
574, 680, 681, 690, 689
575, 681, 682, 691, 690
576, 682, 683, 692, 691
577, 683, 684, 693, 692
578, 684, 685, 694, 693
579, 685, 686, 695, 694
580, 686, 153, 154, 695
581, 157, 687, 696, 156
582, 687, 688, 697, 696
583, 688, 689, 698, 697
584, 689, 690, 699, 698
585, 690, 691, 700, 699
586, 691, 692, 701, 700
587, 692, 693, 702, 701
588, 693, 694, 703, 702
589, 694, 695, 704, 703
590, 695, 154, 155, 704
591, 156, 696,  53,   5
592, 696, 697,  54,  53
593, 697, 698,  55,  54
594, 698, 699,  56,  55
595, 699, 700,  57,  56
596, 700, 701,  58,  57
597, 701, 702,  59,  58
598, 702, 703,  60,  59
599, 703, 704,  61,  60
600, 704, 155,   6,  61
601,  12, 132, 705, 200
602, 132, 131, 706, 705
603, 131, 130, 707, 706
604, 130, 129, 708, 707
605, 129, 128, 709, 708
606, 128, 127, 710, 709
607, 127, 126, 711, 710
608, 126, 125, 712, 711
609, 125, 124, 713, 712
610, 124,  11, 179, 713
611, 200, 705, 714, 199
